CID dproj vlos zclus
1 8.34534805606248 642.333149525951 0.0231
1 8.047067539827 217.127234952595 0.0231
1 8.14090724007596 2650.9366192943 0.0231
1 8.12740106942481 2573.68399210244 0.0231
1 8.39556450204193 2722.82985280031 0.0231
1 8.66526422194794 -171.444923546085 0.0231
1 9.09186848646134 2719.89376068811 0.0231
1 8.91766217776791 114.299545929039 0.0231
1 8.94114466779843 2544.86223360375 0.0231
1 8.88746852216645 266.765359085134 0.0231
1 8.87809174032971 251.161875554687 0.0231
1 9.0190847058571 2836.91842205063 0.0231
1 9.07954084325774 2734.40426781351 0.0231
1 9.26155763919717 1056.01739325579 0.0231
1 9.21607337205405 1078.36920027368 0.0231
1 8.66484908068474 143.976932069202 0.0231
1 8.30821063604138 2236.38502699638 0.0231
1 7.92152488835978 -121.979683080832 0.0231
1 7.83388801191149 -24.3619459290389 0.0231
1 5.85047099227138 -97.4682953376993 0.0231
1 5.90537764273547 1860.74398076434 0.0231
1 6.02952523881976 1987.71677857492 0.0231
1 5.55424329134918 1982.63868712736 0.0231
1 5.10314355420179 667.735327690353 0.0231
1 5.33522503637873 -261.036756211514 0.0231
1 5.85749087665715 116.646661479817 0.0231
1 7.13776059965085 -960.236911347864 0.0231
1 7.98730578646619 2470.57500084058 0.0231
1 8.45407498482956 3642.76435804907 0.0231
1 9.22228348331459 3956.01491201251 0.0231
1 8.68296648144206 106.089036848794 0.0231
1 8.38181441424186 185.164268126283 0.0231
1 8.00386389778765 135.951027582836 0.0231
1 7.81126020817387 127.605727846741 0.0231
1 6.80429567384882 1949.89920891409 0.0231
1 5.9548691412235 -54.4407738051016 0.0231
1 5.64220302973313 599.1825582641 0.0231
1 5.85489811310963 884.361493030984 0.0231
1 5.83805375800891 849.333503899913 0.0231
1 5.85399927261696 794.476637200665 0.0231
1 5.98478985739105 322.829481223732 0.0231
1 7.72786668961558 1438.90490235559 0.0231
1 7.69213218759339 -47.5166364187268 0.0231
1 8.23883831679799 -1038.6499102727 0.0231
1 8.51680470401047 -1279.26588212296 0.0231
1 8.71557722269234 2751.61937875086 0.0231
1 8.78476637671732 2543.04548998143 0.0231
1 8.7459304864043 2157.84016764735 0.0231
1 8.78913212206859 2457.24830730134 0.0231
1 9.0427292308309 339.013150620663 0.0231
1 9.09187058773136 2383.43577206529 0.0231
1 9.96318249672723 -252.117131072231 0.0231
1 9.78149187776039 155.179207662986 0.0231
1 7.46055095724377 149.553162897078 0.0231
1 6.90661011573397 1167.703172554 0.0231
1 6.83265058482693 2038.68815810771 0.0231
1 6.3835156925031 133.149726126479 0.0231
1 7.54302864369297 3.42251056592709 0.0231
1 9.44391757317868 -1337.07642232431 0.0231
1 9.63886019264816 226.618255263415 0.0231
1 9.8522527882465 -1834.84073298798 0.0231
1 9.77666005115685 -1446.2509930994 0.0231
1 9.82634933609877 -1818.58966826312 0.0231
1 8.06950674457193 -23.2191555859636 0.0231
1 7.59428584894073 -369.036304095396 0.0231
1 7.74155181369297 -135.101260404652 0.0231
1 7.37985988140579 59.6565861401623 0.0231
1 7.55232082528186 -186.887244335842 0.0231
1 7.52145011500943 312.427158870101 0.0231
1 7.19548463614019 -78.3924873032935 0.0231
1 7.24707891049635 2419.14650517056 0.0231
1 7.04219470476193 376.01904611475 0.0231
1 7.26996603964376 185.879244648618 0.0231
1 7.28448370938583 1961.90143774802 0.0231
1 8.91293183648164 452.436557286678 0.0231
1 8.96288106901152 -1794.53832688887 0.0231
1 9.08783132381636 -1780.8687962467 0.0231
1 9.51401114184203 704.723641794547 0.0231
1 9.58776841517027 2722.03576002346 0.0231
1 9.66101273166155 3032.74873337895 0.0231
1 9.2560690585626 -106.132990323527 0.0231
1 8.14651537915568 -9.68441559964806 0.0231
1 8.04568512006308 20.1453425862573 0.0231
1 7.90447183694722 -4.84367291564873 0.0231
1 7.98302489804398 2389.66837478252 0.0231
1 7.8860418125305 -256.881687733359 0.0231
1 7.96701044130274 1131.99829991203 0.0231
1 7.93829203486029 -27.5471077314041 0.0231
1 8.64244262141313 -1624.1307053465 0.0231
1 8.43309731055752 2567.77078463493 0.0231
1 9.24669750367311 142.661258058841 0.0231
1 9.12587030952269 21.633900263904 0.0231
1 8.73916458127548 -1399.8683563288 0.0231
1 8.5997037059494 2734.47752360473 0.0231
1 8.81886819867999 868.48256772554 0.0231
1 8.56177192062153 -1575.91374356368 0.0231
1 8.55932651312102 -1599.01568988369 0.0231
1 8.77238036486553 -1597.30443460072 0.0231
1 1.23550698299408 170.677202854071 0.0231
1 1.13744833695906 -1542.43291674323 0.0231
1 1.14579730157202 -104.626851255987 0.0231
1 1.15385313861657 -443.660513498191 0.0231
1 1.3286626778262 147.575256534064 0.0231
1 1.51599651158945 1773.47289156485 0.0231
1 1.58811612428459 1647.64288409735 0.0231
1 1.6967617201929 -840.381646212491 0.0231
1 1.90143839249897 -79.2217428599357 0.0231
1 1.98400050958253 -942.71705631903 0.0231
1 2.05812735705424 791.013103391654 0.0231
1 1.98109158405995 -2111.84139122275 0.0231
1 2.39946856705428 -215.002817007135 0.0231
1 2.21186136735964 1162.57819740006 0.0231
1 2.22867143611734 1393.85845121689 0.0231
